,price_day_person,location,capacity,bedroom_num,beds_num
107,24€ pers./noche (aprox),Isla,Íntegro o habitaciones,"1 - 
  38 personas",8 dormitorios
108,21€ pers./noche (aprox),San Vicente de la Barquera,"6 - 
  8 personas",3 dormitorios,5 camas
109,18€ pers./noche (aprox),Espinama,8 personas,2 dormitorios,6 camas
110,17€ pers./noche (aprox),Nates,14 personas,6 dormitorios,11 camas
111,37€ pers./noche (aprox),Santillana del Mar,"1 - 
  39 personas",31 dormitorios,20 camas
112,30€ pers./noche (aprox),San Bartolomé de Meruelo,Íntegro o habitaciones,"2 - 
  50 personas",10 dormitorios
113,36€ pers./noche (aprox),Santillana del Mar,"2 - 
  25 personas",11 dormitorios,14 camas
114,17€ pers./noche (aprox),Valdáliga,9 personas,8 dormitorios,9 camas
115,30€ pers./noche (aprox),Renedo de Piélagos,"1 - 
  14 personas",5 dormitorios,14 camas
116,26€ pers./noche (aprox),Penagos,"1 - 
  4 personas",3 dormitorios,5 camas
117,21€ pers./noche (aprox),Rasines,"4 - 
  7 personas",2 dormitorios,7 camas
