price_day_person,location,capacity,bedroom_num,beds_num
19€ pers./noche (aprox),Málaga,"2 - 
  30 personas",9 dormitorios,23 camas
20€ pers./noche (aprox),Algarinejo,"2 - 
  8 personas",4 dormitorios,5 camas
16€ pers./noche (aprox),Vélez-Rubio,"8 - 
  20 personas",7 dormitorios,17 camas
43€ pers./noche (aprox),Aracena,"12 - 
  14 personas",5 dormitorios,14 camas
17€ pers./noche (aprox),Pozoblanco,"2 - 
  8 personas",4 dormitorios,5 camas
24€ pers./noche (aprox),Zalamea la Real,"2 - 
  28 personas",8 dormitorios,13 camas
17€ pers./noche (aprox),Castril,"2 - 
  37 personas",17 dormitorios,30 camas
24€ pers./noche (aprox),Villalba del Alcor,"4 - 
  10 personas",5 dormitorios,7 camas
18€ pers./noche (aprox),Dehesas Viejas,"1 - 
  24 personas",8 dormitorios,16 camas
28€ pers./noche (aprox),Válor,"2 - 
  44 personas",56 camas,28€ pers./noche (aprox)
15€ pers./noche (aprox),Chite,12 personas,5 dormitorios,8 camas
27€ pers./noche (aprox),Arroyomolinos de León,"6 - 
  12 personas",5 dormitorios,10 camas
20€ pers./noche (aprox),Cónchar,"1 - 
  14 personas",4 dormitorios,12 camas
23€ pers./noche (aprox),Villanueva del Arzobispo,22 personas,8 dormitorios,17 camas
32€ pers./noche (aprox),Conil de la Frontera,5 personas,3 dormitorios,3 camas
38€ pers./noche (aprox),Conil de la Frontera,11 personas,2 dormitorios,7 camas
26€ pers./noche (aprox),El Chorro,"1 - 
  16 personas",9 dormitorios,15 camas
23€ pers./noche (aprox),Almogía,"10 - 
  18 personas",5 dormitorios,13 camas
21€ pers./noche (aprox),Mogón,"20 - 
  20 personas",9 dormitorios,15 camas
25€ pers./noche (aprox),Ubrique,"6 - 
  10 personas",4 dormitorios,10 camas
22€ pers./noche (aprox),Córdoba,"2 - 
  8 personas",3 dormitorios,5 camas
18€ pers./noche (aprox),Laroles,"2 - 
  40 personas",15 dormitorios,29 camas
13€ pers./noche (aprox),Huelma,6 personas,3 dormitorios,5 camas
20€ pers./noche (aprox),Archidona,30 personas,12 dormitorios,25 camas
30€ pers./noche (aprox),Ardales,"2 - 
  31 personas",12 dormitorios,24 camas
32€ pers./noche (aprox),Montilla,"5 - 
  24 personas",8 dormitorios,23 camas
32€ pers./noche (aprox),El Gastor,"2 - 
  15 personas",2 dormitorios,10 camas
29€ pers./noche (aprox),Luque,"1 - 
  12 personas",6 dormitorios,7 camas
19€ pers./noche (aprox),Grazalema,"8 - 
  14 personas",5 dormitorios,11 camas
24€ pers./noche (aprox),Aracena,"2 - 
  6 personas",3 dormitorios,5 camas
25€ pers./noche (aprox),Cazalla de la Sierra,20 personas,8 dormitorios,15 camas
19€ pers./noche (aprox),Alájar,"2 - 
  12 personas",4 dormitorios,7 camas
21€ pers./noche (aprox),Alcaucín,"2 - 
  14 personas",6 dormitorios,9 camas
15€ pers./noche (aprox),Jimera de Líbar,"7 - 
  35 personas",33 camas,15€ pers./noche (aprox)
20€ pers./noche (aprox),Jódar,7 personas,3 dormitorios,5 camas
17€ pers./noche (aprox),Priego de Córdoba,"2 - 
  10 personas",5 dormitorios,8 camas
24€ pers./noche (aprox),Algámitas,"2 - 
  127 personas",3 dormitorios,88 camas
17€ pers./noche (aprox),Alozaina,"1 - 
  10 personas",4 dormitorios,8 camas
29€ pers./noche (aprox),Córdoba,"1 - 
  30 personas",3 dormitorios,21 camas
20€ pers./noche (aprox),Periana,"2 - 
  19 personas",10 dormitorios,14 camas
20€ pers./noche (aprox),Castilblanco de los Arroyos,"10 - 
  124 personas",19 dormitorios,124 camas
25€ pers./noche (aprox),Íllora,"2 - 
  33 personas",11 dormitorios,29 camas
25€ pers./noche (aprox),El Gastor,"2 - 
  4 personas",2 dormitorios,3 camas
24€ pers./noche (aprox),Villanueva de Córdoba,"8 - 
  20 personas",6 dormitorios,14 camas
31€ pers./noche (aprox),La Nava,"2 - 
  11 personas",4 dormitorios,8 camas
13€ pers./noche (aprox),Carcabuey,"2 - 
  9 personas",5 dormitorios,8 camas
18€ pers./noche (aprox),Prado del Rey,"8 - 
  23 personas",15 dormitorios,15 camas
20€ pers./noche (aprox),Montefrío,14 personas,4 dormitorios,13 camas
41€ pers./noche (aprox),Hinojares,"2 - 
  23 personas",7 dormitorios,13 camas
34€ pers./noche (aprox),Ardales,"1 - 
  14 personas",4 dormitorios,9 camas
16€ pers./noche (aprox),Vejer de la Frontera,"4 - 
  12 personas",6 dormitorios,9 camas
17€ pers./noche (aprox),Chilluévar,10 personas,5 dormitorios,8 camas
20€ pers./noche (aprox),Montecorto,7 personas,8 dormitorios,6 camas
35€ pers./noche (aprox),Grazalema,"10 - 
  15 personas",5 dormitorios,12 camas
14€ pers./noche (aprox),Cazorla,"6 - 
  13 personas",4 dormitorios,10 camas
17€ pers./noche (aprox),Burunchel,"4 - 
  12 personas",4 dormitorios,8 camas
25€ pers./noche (aprox),Pozo Alcón,"10 - 
  15 personas",5 dormitorios,13 camas
21€ pers./noche (aprox),Bedmar,"4 - 
  38 personas",12 dormitorios,26 camas
30€ pers./noche (aprox),Víznar,"1 - 
  17 personas",15 camas,30€ pers./noche (aprox)
40€ pers./noche (aprox),Hinojares,"2 - 
  20 personas",9 dormitorios,12 camas
25€ pers./noche (aprox),Riogordo,"10 - 
  10 personas",4 dormitorios,8 camas
20€ pers./noche (aprox),El Bosque,10 personas,2 dormitorios,11 camas
30€ pers./noche (aprox),Barbate,"12 - 
  23 personas",9 dormitorios,23 camas
17€ pers./noche (aprox),Archidona,"10 - 
  14 personas",5 dormitorios,11 camas
25€ pers./noche (aprox),Jérez del Marquesado,"2 - 
  16 personas",6 dormitorios,13 camas
25€ pers./noche (aprox),Aracena,6 personas,3 dormitorios,5 camas
22€ pers./noche (aprox),Montoro,"4 - 
  26 personas",9 dormitorios,22 camas
16€ pers./noche (aprox),Hornos,"4 - 
  20 personas",8 dormitorios,16 camas
16€ pers./noche (aprox),Dólar,"5 - 
  10 personas",6 dormitorios,8 camas
25€ pers./noche (aprox),Arbuniel,"2 - 
  45 personas",2 dormitorios,36 camas
25€ pers./noche (aprox),Antequera,"2 - 
  40 personas",23 dormitorios,32 camas
62€ pers./noche (aprox),Laroya,"1 - 
  12 personas",7 dormitorios,6 camas
14€ pers./noche (aprox),Carmona,"2 - 
  20 personas",5 dormitorios,17 camas
25€ pers./noche (aprox),Cazorla,"6 - 
  8 personas",4 dormitorios,4 camas
16€ pers./noche (aprox),Lora del Río,10 personas,3 dormitorios,9 camas
28€ pers./noche (aprox),La Puebla de los Infantes,"1 - 
  10 personas",4 dormitorios,20 - 29 € pers. noche aprox
25€ pers./noche (aprox),Huércal-Overa,"2 - 
  22 personas",11 dormitorios,17 camas
24€ pers./noche (aprox),Riogordo,12 personas,4 dormitorios,9 camas
21€ pers./noche (aprox),Alanís,"8 - 
  25 personas",13 dormitorios,19 camas
32€ pers./noche (aprox),Constantina,"2 - 
  25 personas",13 dormitorios,16 camas
21€ pers./noche (aprox),Lucena,"4 - 
  21 personas",5 dormitorios,17 camas
23€ pers./noche (aprox),Íllora,"1 - 
  13 personas",5 dormitorios,11 camas
19€ pers./noche (aprox),Almogía,"12 - 
  25 personas",6 dormitorios,16 camas
20€ pers./noche (aprox),Almáchar,"1 - 
  6 personas",3 dormitorios,5 camas
18€ pers./noche (aprox),Ronda,"8 - 
  20 personas",6 dormitorios,21 camas
29€ pers./noche (aprox),Huétor Tájar,"2 - 
  10 personas",5 dormitorios,8 camas
20€ pers./noche (aprox),Adamuz,"2 - 
  51 personas",19 dormitorios,58 camas
16€ pers./noche (aprox),Órgiva,5 personas,2 dormitorios,5 camas
10€ pers./noche (aprox),Cortes de la Frontera,6 personas,3 dormitorios,5 camas
32€ pers./noche (aprox),La Zubia,"2 - 
  6 personas",3 dormitorios,6 camas
25€ pers./noche (aprox),El Bosque,"5 - 
  12 personas",4 dormitorios,9 camas
26€ pers./noche (aprox),Nigüelas,Íntegro o habitaciones,"2 - 
  12 personas",4 dormitorios
20€ pers./noche (aprox),Priego de Córdoba,"12 - 
  22 personas",7 dormitorios,16 camas
25€ pers./noche (aprox),Arroyomolinos de León,"6 - 
  11 personas",5 dormitorios,10 camas
16€ pers./noche (aprox),Sedella,"9 - 
  15 personas",4 dormitorios,10 camas
26€ pers./noche (aprox),Antequera,"2 - 
  4 personas",2 dormitorios,3 camas
16€ pers./noche (aprox),Lucena,10 personas,4 dormitorios,9 camas
19€ pers./noche (aprox),Pinos Puente,12 personas,6 dormitorios,11 camas
33€ pers./noche (aprox),Alcalá de los Gazules,"2 - 
  22 personas",14 dormitorios,17 camas
18€ pers./noche (aprox),Villamartín,11 personas,4 dormitorios,8 camas
29€ pers./noche (aprox),Arcos de la Frontera,"8 - 
  20 personas",12 dormitorios,12 camas
20€ pers./noche (aprox),Olvera,25 personas,9 dormitorios,17 camas
18€ pers./noche (aprox),Íllora,"2 - 
  9 personas",4 dormitorios,7 camas
20€ pers./noche (aprox),Sayalonga,"24 - 
  66 personas",65 camas,20€ pers./noche (aprox)
21€ pers./noche (aprox),Iznájar,"6 - 
  18 personas",7 dormitorios,10 camas
20€ pers./noche (aprox),Olvera,"4 - 
  25 personas",7 dormitorios,17 camas
35€ pers./noche (aprox),Cazorla,"4 - 
  15 personas",5 dormitorios,10 camas
21€ pers./noche (aprox),Villanueva del Arzobispo,"12 - 
  27 personas",11 dormitorios,27 camas
16€ pers./noche (aprox),Huéscar,"1 - 
  8 personas",4 dormitorios,5 camas
20€ pers./noche (aprox),Íllora,"2 - 
  8 personas",4 dormitorios,6 camas
22€ pers./noche (aprox),Loja,"2 - 
  12 personas",4 dormitorios,10 camas
19€ pers./noche (aprox),Comares,"8 - 
  9 personas",3 dormitorios,5 camas
21€ pers./noche (aprox),Conil de la Frontera,11 personas,6 dormitorios,9 camas
14€ pers./noche (aprox),Olvera,17 personas,7 dormitorios,11 camas
19€ pers./noche (aprox),Puebla de Don Fadrique,10 personas,5 dormitorios,6 camas
26€ pers./noche (aprox),La Viñuela,"8 - 
  10 personas",4 dormitorios,8 camas
36€ pers./noche (aprox),Almonaster la Real,"2 - 
  26 personas",13 dormitorios,22 camas
19€ pers./noche (aprox),Pontones,"1 - 
  8 personas",3 dormitorios,5 camas
20€ pers./noche (aprox),Alcaudete,"4 - 
  12 personas",5 dormitorios,11 camas
25€ pers./noche (aprox),Riogordo,17 personas,7 dormitorios,15 camas
27€ pers./noche (aprox),Rute,"1 - 
  13 personas",5 dormitorios,10 camas
16€ pers./noche (aprox),Narila,"2 - 
  8 personas",3 dormitorios,5 camas
20€ pers./noche (aprox),Bobadilla,12 personas,6 dormitorios,9 camas
21€ pers./noche (aprox),Arcos de la Frontera,"6 - 
  8 personas",3 dormitorios,6 camas
18€ pers./noche (aprox),Nigüelas,"5 - 
  6 personas",3 dormitorios,4 camas
14€ pers./noche (aprox),Cortes de la Frontera,7 personas,3 dormitorios,5 camas
23€ pers./noche (aprox),Torres,"1 - 
  8 personas",4 dormitorios,6 camas
17€ pers./noche (aprox),Alozaina,"2 - 
  12 personas",4 dormitorios,11 camas
33€ pers./noche (aprox),Aracena,"1 - 
  10 personas",4 dormitorios,8 camas
19€ pers./noche (aprox),Cazorla,"4 - 
  8 personas",4 dormitorios,7 camas
24€ pers./noche (aprox),Torre del Mar,"2 - 
  18 personas",9 dormitorios,15 camas
21€ pers./noche (aprox),Iznájar,"6 - 
  10 personas",5 dormitorios,9 camas
19€ pers./noche (aprox),La Puebla de los Infantes,"1 - 
  22 personas",5 dormitorios,15 camas
24€ pers./noche (aprox),Posadas,"14 - 
  23 personas",10 dormitorios,20 camas
70€ pers./noche (aprox),Laroya,2 personas,1 dormitorio,1 cama
30€ pers./noche (aprox),Grazalema,14 personas,6 dormitorios,10 camas
20€ pers./noche (aprox),Baños de la Encina,"2 - 
  5 personas",2 dormitorios,4 camas
25€ pers./noche (aprox),Archidona,"10 - 
  25 personas",8 dormitorios,26 camas
14€ pers./noche (aprox),Archidona,"8 - 
  24 personas",6 dormitorios,18 camas
23€ pers./noche (aprox),Peñaflor,"2 - 
  8 personas",3 dormitorios,7 camas
22€ pers./noche (aprox),Carcabuey,6 personas,3 dormitorios,4 camas
19€ pers./noche (aprox),Aracena,"2 - 
  6 personas",3 dormitorios,5 camas
16€ pers./noche (aprox),Cabrita,"2 - 
  10 personas",5 dormitorios,8 camas
27€ pers./noche (aprox),Jabugo,"2 - 
  10 personas",2 dormitorios,7 camas
28€ pers./noche (aprox),Yunquera,"14 - 
  18 personas",9 dormitorios,16 camas
19€ pers./noche (aprox),Priego de Córdoba,"10 - 
  28 personas",16 dormitorios,24 camas
16€ pers./noche (aprox),Cazorla,"2 - 
  15 personas",6 dormitorios,11 camas
17€ pers./noche (aprox),Abrucena,"1 - 
  39 personas",28 camas,17€ pers./noche (aprox)
15€ pers./noche (aprox),Íllora,13 personas,6 dormitorios,9 camas
21€ pers./noche (aprox),Vejer de la Frontera,"1 - 
  10 personas",5 dormitorios,7 camas
37€ pers./noche (aprox),Alcaucín,8 personas,4 dormitorios,5 camas
16€ pers./noche (aprox),Bedmar,"2 - 
  12 personas",7 dormitorios,9 camas
38€ pers./noche (aprox),Fuenteheridos,"2 - 
  2 personas",1 dormitorio,1 cama
22€ pers./noche (aprox),Cúllar,"4 - 
  12 personas",5 dormitorios,10 camas
14€ pers./noche (aprox),Órgiva,4 personas,2 dormitorios,4 camas
20€ pers./noche (aprox),Carcabuey,10 personas,5 dormitorios,10 camas
14€ pers./noche (aprox),Carcabuey,"2 - 
  9 personas",4 dormitorios,7 camas
21€ pers./noche (aprox),Orcera,"2 - 
  27 personas",9 dormitorios,20 camas
20€ pers./noche (aprox),Peñaflor,"2 - 
  14 personas",4 dormitorios,11 camas
25€ pers./noche (aprox),Guarromán,"2 - 
  18 personas",8 dormitorios,14 camas
20€ pers./noche (aprox),Hornos,"1 - 
  11 personas",5 dormitorios,11 camas
14€ pers./noche (aprox),Carcabuey,"1 - 
  9 personas",4 dormitorios,7 camas
18€ pers./noche (aprox),Posadas,"2 - 
  10 personas",4 dormitorios,8 camas
19€ pers./noche (aprox),Vélez-Rubio,"8 - 
  14 personas",7 dormitorios,14 camas
18€ pers./noche (aprox),Galera,"2 - 
  44 personas",43 dormitorios,29 camas
25€ pers./noche (aprox),El Bosque,"5 - 
  12 personas",4 dormitorios,8 camas
22€ pers./noche (aprox),Ronda,8 personas,3 dormitorios,7 camas
25€ pers./noche (aprox),Pozoblanco,"8 - 
  15 personas",8 dormitorios,20 camas
26€ pers./noche (aprox),Gorafe,"2 - 
  19 personas",6 dormitorios,17 camas
16€ pers./noche (aprox),Carcabuey,"2 - 
  6 personas",3 dormitorios,6 camas
16€ pers./noche (aprox),La Puebla de los Infantes,"6 - 
  11 personas",3 dormitorios,10 camas
28€ pers./noche (aprox),Hornos,Íntegro o habitaciones,"2 - 
  20 personas",9 dormitorios
20€ pers./noche (aprox),La Puerta de Segura,12 personas,6 dormitorios,8 camas
18€ pers./noche (aprox),La Puebla de los Infantes,"8 - 
  11 personas",4 dormitorios,9 camas
26€ pers./noche (aprox),Villaviciosa de Córdoba,"8 - 
  38 personas",9 dormitorios,21 camas
42€ pers./noche (aprox),Guadix,"2 - 
  32 personas",20 dormitorios,26 camas
23€ pers./noche (aprox),Torres,"2 - 
  6 personas",3 dormitorios,5 camas
21€ pers./noche (aprox),Riogordo,"12 - 
  15 personas",6 dormitorios,13 camas
18€ pers./noche (aprox),Arcos de la Frontera,"2 - 
  16 personas",8 dormitorios,10 camas
27€ pers./noche (aprox),El Gastor,6 personas,3 dormitorios,4 camas
19€ pers./noche (aprox),Cájar,"8 - 
  8 personas",4 dormitorios,4 camas
16€ pers./noche (aprox),Cuevas de San Marcos,"8 - 
  21 personas",5 dormitorios,15 camas
18€ pers./noche (aprox),Vélez-Málaga,"5 - 
  9 personas",4 dormitorios,8 camas
20€ pers./noche (aprox),Cazorla,12 personas,5 dormitorios,9 camas
18€ pers./noche (aprox),Igualeja,"2 - 
  8 personas",6 camas,18€ pers./noche (aprox)
21€ pers./noche (aprox),Gorafe,20 personas,10 dormitorios,12 camas
26€ pers./noche (aprox),Ronda,"6 - 
  8 personas",4 dormitorios,6 camas
29€ pers./noche (aprox),El Gastor,"1 - 
  8 personas",3 dormitorios,5 camas
12€ pers./noche (aprox),La Puebla de los Infantes,"2 - 
  12 personas",3 dormitorios,9 camas
12€ pers./noche (aprox),La Puebla de los Infantes,13 personas,5 dormitorios,8 camas
24€ pers./noche (aprox),Aracena,"1 - 
  6 personas",3 dormitorios,4 camas
22€ pers./noche (aprox),Arcos de la Frontera,10 personas,3 dormitorios,8 camas
16€ pers./noche (aprox),Íllora,"5 - 
  6 personas",2 dormitorios,5 camas
48€ pers./noche (aprox),Jimena de la Frontera,"3 - 
  11 personas",4 dormitorios,7 camas
17€ pers./noche (aprox),Olvera,"17 - 
  19 personas",7 dormitorios,13 camas
40€ pers./noche (aprox),Archidona,"6 - 
  20 personas",10 dormitorios,21 camas
18€ pers./noche (aprox),Posadas,"12 - 
  20 personas",6 dormitorios,15 camas
23€ pers./noche (aprox),Aracena,"2 - 
  7 personas",3 dormitorios,6 camas
26€ pers./noche (aprox),Santaella,"2 - 
  7 personas",4 dormitorios,8 camas
20€ pers./noche (aprox),Sayalonga,"6 - 
  8 personas",4 dormitorios,6 camas
22€ pers./noche (aprox),Benaocaz,12 personas,5 dormitorios,8 camas
15€ pers./noche (aprox),Chite,"2 - 
  11 personas",4 dormitorios,4 camas
18€ pers./noche (aprox),Aracena,"10 - 
  20 personas",6 dormitorios,12 camas
19€ pers./noche (aprox),La Nava,"2 - 
  35 personas",17 dormitorios,19 camas
30€ pers./noche (aprox),Galaroza,"2 - 
  15 personas",8 dormitorios,15 camas
34€ pers./noche (aprox),Vejer de la Frontera,8 personas,4 dormitorios,7 camas
20€ pers./noche (aprox),Venta del Charco,"2 - 
  80 personas",35 dormitorios,68 camas
22€ pers./noche (aprox),Colmenar,12 personas,5 dormitorios,9 camas
20€ pers./noche (aprox),Cuevas Bajas,"10 - 
  17 personas",6 dormitorios,21 camas
23€ pers./noche (aprox),El Gastor,"2 - 
  6 personas",3 dormitorios,5 camas
34€ pers./noche (aprox),Arcos de la Frontera,Íntegro o habitaciones,"1 - 
  38 personas",19 dormitorios
21€ pers./noche (aprox),Grazalema,"6 - 
  20 personas",7 dormitorios,16 camas
33€ pers./noche (aprox),Lanjarón,"2 - 
  14 personas",1 dormitorio,10 camas
23€ pers./noche (aprox),Montefrío,"1 - 
  14 personas",6 dormitorios,12 camas
21€ pers./noche (aprox),Málaga,"6 - 
  50 personas",18 dormitorios,29 camas
21€ pers./noche (aprox),La Puebla de los Infantes,"2 - 
  10 personas",4 dormitorios,menos de20 € pers. noche aprox
20€ pers./noche (aprox),Guaro,"2 - 
  14 personas",4 dormitorios,13 camas
25€ pers./noche (aprox),Algodonales,6 personas,3 dormitorios,5 camas
23€ pers./noche (aprox),Málaga,"1 - 
  10 personas",4 dormitorios,7 camas
20€ pers./noche (aprox),Segura de la Sierra,"1 - 
  6 personas",3 dormitorios,4 camas
18€ pers./noche (aprox),El Padul,"1 - 
  6 personas",3 dormitorios,5 camas
22€ pers./noche (aprox),Fuenteheridos,"2 - 
  6 personas",6 dormitorios,3 camas
24€ pers./noche (aprox),Priego de Córdoba,"2 - 
  26 personas",32 camas,24€ pers./noche (aprox)
25€ pers./noche (aprox),Alcaudete,"2 - 
  10 personas",3 dormitorios,8 camas
21€ pers./noche (aprox),Galaroza,"10 - 
  30 personas",16 dormitorios,22 camas
18€ pers./noche (aprox),El Padul,"4 - 
  5 personas",2 dormitorios,4 camas
20€ pers./noche (aprox),Prado del Rey,"6 - 
  20 personas",10 dormitorios,14 camas
28€ pers./noche (aprox),El Gastor,"1 - 
  5 personas",2 dormitorios,4 camas
19€ pers./noche (aprox),Colmenar,7 personas,3 dormitorios,4 camas
20€ pers./noche (aprox),Valdepeñas de Jaén,"5 - 
  10 personas",6 dormitorios,8 camas
25€ pers./noche (aprox),Alhaurín de la Torre,"4 - 
  10 personas",4 dormitorios,7 camas
21€ pers./noche (aprox),Torres,"6 - 
  14 personas",5 dormitorios,12 camas
21€ pers./noche (aprox),Vélez-Rubio,10 personas,5 dormitorios,7 camas
29€ pers./noche (aprox),La Nava,"2 - 
  8 personas",4 dormitorios,7 camas
21€ pers./noche (aprox),Alfacar,"2 - 
  5 personas",2 dormitorios,4 camas
25€ pers./noche (aprox),El Bosque,"8 - 
  11 personas",9 camas,25€ pers./noche (aprox)
20€ pers./noche (aprox),Cástaras,"8 - 
  22 personas",10 dormitorios,17 camas
19€ pers./noche (aprox),Canillas de Albaida,"2 - 
  10 personas",4 dormitorios,10 camas
31€ pers./noche (aprox),Cuevas del Becerro,"6 - 
  12 personas",3 camas,31€ pers./noche (aprox)
17€ pers./noche (aprox),Bedmar,"1 - 
  10 personas",4 dormitorios,5 camas
14€ pers./noche (aprox),Carcabuey,"2 - 
  11 personas",5 dormitorios,9 camas
24€ pers./noche (aprox),Gaucín,"4 - 
  16 personas",5 dormitorios,24 camas
14€ pers./noche (aprox),Moraleda de Zafayona,"8 - 
  12 personas",4 dormitorios,8 camas
45€ pers./noche (aprox),Vera,"1 - 
  5 personas",3 dormitorios,3 camas
13€ pers./noche (aprox),Benalauría,8 personas,3 dormitorios,8 camas
19€ pers./noche (aprox),La Iruela,"4 - 
  9 personas",1 dormitorio,6 camas
20€ pers./noche (aprox),Alcalá la Real,"12 - 
  20 personas",8 dormitorios,18 camas
27€ pers./noche (aprox),Montoro,"2 - 
  5 personas",2 dormitorios,3 camas
23€ pers./noche (aprox),Estepa,"2 - 
  30 personas",18 dormitorios,24 camas
25€ pers./noche (aprox),Güéjar Sierra,"2 - 
  14 personas",5 dormitorios,13 camas
14€ pers./noche (aprox),Grazalema,"2 - 
  7 personas",4 dormitorios,5 camas
17€ pers./noche (aprox),Nigüelas,"2 - 
  14 personas",6 dormitorios,11 camas
22€ pers./noche (aprox),Cuevas del Becerro,16 personas,7 dormitorios,12 camas
