,price_day_person,location,capacity,bedroom_num,beds_num
172,24€ pers./noche (aprox),Funes,"15 - 
  20 personas",7 dormitorios,19 camas
173,41€ pers./noche (aprox),Abárzuza/Abartzuza,"1 - 
  23 personas",11 dormitorios,16 camas
174,33€ pers./noche (aprox),Valtierra,"5 - 
  7 personas",4 dormitorios,6 camas
175,20€ pers./noche (aprox),Abínzano,18 personas,8 dormitorios,13 camas
176,26€ pers./noche (aprox),Baraibar,"1 - 
  12 personas",5 dormitorios,11 camas
177,30€ pers./noche (aprox),Orbaizeta,Íntegro o habitaciones,9 personas,4 dormitorios
178,20€ pers./noche (aprox),Erratzu,10 personas,2 dormitorios,8 camas
179,21€ pers./noche (aprox),Legasa,8 personas,4 dormitorios,6 camas
180,20€ pers./noche (aprox),Irañeta,"8 - 
  12 personas",5 dormitorios,8 camas
181,40€ pers./noche (aprox),Ziga,"1 - 
  16 personas",7 dormitorios,13 camas
182,22€ pers./noche (aprox),Lumbier,"8 - 
  10 personas",5 dormitorios,9 camas
183,20€ pers./noche (aprox),Valtierra,7 personas,2 dormitorios,7 camas
