,price_day_person,location,capacity,bedroom_num,beds_num
135,41€ pers./noche (aprox),Donostia/San Sebastián,"1 - 
  22 personas",6 dormitorios,16 camas
136,26€ pers./noche (aprox),Maruri-Jatabe,Íntegro o habitaciones,"1 - 
  12 personas",6 dormitorios
137,29€ pers./noche (aprox),Ozeka,"12 - 
  16 personas",6 dormitorios,15 camas
138,27€ pers./noche (aprox),Lapuebla de Labarca,"6 - 
  6 personas",3 dormitorios,5 camas
139,46€ pers./noche (aprox),Eskoriatza,"1 - 
  21 personas",6 dormitorios,21 camas
140,27€ pers./noche (aprox),Amarita,"2 - 
  8 personas",2 dormitorios,5 camas
141,33€ pers./noche (aprox),Artziniega,34 personas,6 dormitorios,22 camas
142,26€ pers./noche (aprox),Gautegiz-Arteaga,"1 - 
  7 personas",5 camas,26€ pers./noche (aprox)
143,24€ pers./noche (aprox),Zestoa,10 personas,4 dormitorios,7 camas
144,37€ pers./noche (aprox),Bermeo,Íntegro o habitaciones,"2 - 
  16 personas",6 dormitorios
145,27€ pers./noche (aprox),Menegarai,"2 - 
  8 personas",4 dormitorios,12 camas
146,37€ pers./noche (aprox),Larrabetzu,"1 - 
  12 personas",6 dormitorios,6 camas
147,26€ pers./noche (aprox),Karrantza Harana/Valle de Carranza,"7 - 
  14 personas",6 dormitorios,12 camas
148,24€ pers./noche (aprox),Lasierra,"1 - 
  24 personas",24 camas,24€ pers./noche (aprox)
149,24€ pers./noche (aprox),Artziniega,"1 - 
  18 personas",7 dormitorios,14 camas
150,10€ pers./noche (aprox),Castillo Sopeña,"1 - 
  14 personas",6 dormitorios,10 camas
151,20€ pers./noche (aprox),Ataun,8 personas,4 dormitorios,7 camas
152,23€ pers./noche (aprox),Azkoitia,Íntegro o habitaciones,15 personas,6 dormitorios
153,27€ pers./noche (aprox),Tolosa,"2 - 
  18 personas",6 dormitorios,16 camas
154,17€ pers./noche (aprox),Salinas de Añana/Gesaltza-Añana,"8 - 
  12 personas",4 dormitorios,9 camas
155,39€ pers./noche (aprox),Etxabarri-Ibiña,Íntegro o habitaciones,"1 - 
  14 personas",8 dormitorios
156,41€ pers./noche (aprox),Donostia/San Sebastián,Íntegro o habitaciones,"1 - 
  18 personas",6 dormitorios
157,31€ pers./noche (aprox),Hondarribia,"6 - 
  7 personas",3 dormitorios,4 camas
158,26€ pers./noche (aprox),Lastur,12 personas,5 dormitorios,11 camas
159,26€ pers./noche (aprox),Villanañe,"1 - 
  7 personas",3 dormitorios,5 camas
160,25€ pers./noche (aprox),Arcentales,"1 - 
  14 personas",5 dormitorios,10 camas
161,20€ pers./noche (aprox),Urduña/Orduña,8 personas,4 dormitorios,7 camas
162,18€ pers./noche (aprox),Urduña/Orduña,9 personas,3 dormitorios,3 camas
163,21€ pers./noche (aprox),Aizarnazabal,Íntegro o habitaciones,15 personas,11 dormitorios
164,27€ pers./noche (aprox),Legutio,"1 - 
  12 personas",6 dormitorios,11 camas
165,30€ pers./noche (aprox),Artea,12 personas,6 dormitorios,6 camas
166,24€ pers./noche (aprox),Zeanuri,Íntegro o habitaciones,"1 - 
  15 personas",6 dormitorios
167,33€ pers./noche (aprox),Osma,11 personas,5 dormitorios,7 camas
168,30€ pers./noche (aprox),Zambrana,Íntegro o habitaciones,22 personas,6 dormitorios
169,27€ pers./noche (aprox),Astigarraga,"1 - 
  15 personas",5 dormitorios,12 camas
170,20€ pers./noche (aprox),Zeberio,Íntegro o habitaciones,"1 - 
  29 personas",7 dormitorios
171,17€ pers./noche (aprox),Beizama,"3 - 
  23 personas",5 dormitorios,17€ pers./noche (aprox)
172,16€ pers./noche (aprox),Asteasu,27 personas,4 dormitorios,27 camas
173,23€ pers./noche (aprox),Aia,Íntegro o habitaciones,12 personas,6 dormitorios
174,44€ pers./noche (aprox),Meñaka,"2 - 
  7 personas",5 dormitorios,5 camas
175,24€ pers./noche (aprox),Agurain/Salvatierra,Íntegro o habitaciones,13 personas,5 dormitorios
176,30€ pers./noche (aprox),Bernedo,"2 - 
  4 personas",2 dormitorios,3 camas
177,28€ pers./noche (aprox),Zumaia,"1 - 
  11 personas",4 dormitorios,8 camas
178,18€ pers./noche (aprox),Alda,12 personas,6 dormitorios,6 camas
179,28€ pers./noche (aprox),Errezil,"1 - 
  13 personas",6 dormitorios,13 camas
180,36€ pers./noche (aprox),Olaberria,"1 - 
  12 personas",5 dormitorios,10 camas
181,36€ pers./noche (aprox),Durango,"6 - 
  6 personas",5 dormitorios,5 camas
182,22€ pers./noche (aprox),Legazpi,Íntegro o habitaciones,12 personas,6 dormitorios
183,30€ pers./noche (aprox),Hondarribia,10 personas,5 dormitorios,5 camas
184,31€ pers./noche (aprox),Zestoa,19 personas,6 dormitorios,18 camas
185,25€ pers./noche (aprox),Zarautz,Íntegro o habitaciones,"1 - 
  21 personas",8 dormitorios
186,27€ pers./noche (aprox),Zaratamo,"1 - 
  18 personas",6 dormitorios,16 camas
187,25€ pers./noche (aprox),Arreo,"2 - 
  10 personas",8 dormitorios,6 camas
188,27€ pers./noche (aprox),Zierbena,"2 - 
  19 personas",7 dormitorios,11 camas
189,28€ pers./noche (aprox),Dima,12 personas,5 dormitorios,7 camas
190,35€ pers./noche (aprox),Urnieta,"1 - 
  8 personas",2 dormitorios,11 camas
191,26€ pers./noche (aprox),Abaltzisketa,"2 - 
  4 personas",2 dormitorios,3 camas
192,29€ pers./noche (aprox),Eskoriatza,Íntegro o habitaciones,"1 - 
  15 personas",6 dormitorios
193,28€ pers./noche (aprox),Urnieta,Íntegro o habitaciones,12 personas,7 dormitorios
194,25€ pers./noche (aprox),Bajauri,18 personas,6 dormitorios,17 camas
195,37€ pers./noche (aprox),Derio,Íntegro o habitaciones,"1 - 
  14 personas",6 dormitorios
196,32€ pers./noche (aprox),Barrio,24 personas,6 dormitorios,16 camas
197,20€ pers./noche (aprox),Ziortza-Bolibar,Íntegro o habitaciones,26 personas,5 dormitorios
198,37€ pers./noche (aprox),Deba,Íntegro o habitaciones,"2 - 
  16 personas",8 dormitorios
199,18€ pers./noche (aprox),Amasa,"4 - 
  14 personas",6 dormitorios,11 camas
200,22€ pers./noche (aprox),Sopuerta,"2 - 
  23 personas",9 dormitorios,21 camas
201,37€ pers./noche (aprox),Zegama,Íntegro o habitaciones,"1 - 
  18 personas",9 dormitorios
202,32€ pers./noche (aprox),Zierbena,"1 - 
  12 personas",6 dormitorios,8 camas
203,50€ pers./noche (aprox),Aretxabaleta,Íntegro o habitaciones,"2 - 
  18 personas",6 dormitorios
204,26€ pers./noche (aprox),Delika,"8 - 
  8 personas",4 dormitorios,8 camas
205,32€ pers./noche (aprox),Bakio,"2 - 
  10 personas",5 dormitorios,9 camas
206,30€ pers./noche (aprox),Arrieta,"2 - 
  9 personas",4 dormitorios,6 camas
207,31€ pers./noche (aprox),Salinas de Añana/Gesaltza-Añana,"2 - 
  10 personas",4 dormitorios,8 camas
208,31€ pers./noche (aprox),Pobes,Íntegro o habitaciones,"1 - 
  15 personas",6 dormitorios
209,48€ pers./noche (aprox),Bilbao,"8 - 
  12 personas",6 dormitorios,8 camas
210,35€ pers./noche (aprox),Ea,12 personas,9 dormitorios,9 camas
211,31€ pers./noche (aprox),Oiartzun,"4 - 
  12 personas",5 dormitorios,11 camas
212,20€ pers./noche (aprox),Trucios-Turtzioz,"2 - 
  7 personas",4 dormitorios,6 camas
213,35€ pers./noche (aprox),Goiuri-Ondona,"2 - 
  13 personas",5 dormitorios,8 camas
214,26€ pers./noche (aprox),Berastegi,Íntegro o habitaciones,12 personas,10 camas
215,30€ pers./noche (aprox),Salinillas de Buradón/Gatzaga Buradon,10 personas,4 dormitorios,7 camas
216,26€ pers./noche (aprox),Orio,Íntegro o habitaciones,"2 - 
  19 personas",7 dormitorios
217,32€ pers./noche (aprox),Irun,Íntegro o habitaciones,"1 - 
  16 personas",6 dormitorios
218,31€ pers./noche (aprox),Zerain,Íntegro o habitaciones,"1 - 
  16 personas",6 dormitorios
219,25€ pers./noche (aprox),Itziar,"8 - 
  10 personas",4 dormitorios,10 camas
0,25€ pers./noche (aprox),Munitibar,15 personas,5 dormitorios,15 camas
1,23€ pers./noche (aprox),Karrantza Harana/Valle de Carranza,"1 - 
  16 personas",8 dormitorios,12 camas
2,42€ pers./noche (aprox),Delika,"2 - 
  5 personas",3 dormitorios,4 camas
3,71€ pers./noche (aprox),Ea,"2 - 
  4 personas",10 camas,71€ pers./noche (aprox)
4,30€ pers./noche (aprox),Oñati,"1 - 
  8 personas",2 dormitorios,6 camas
5,28€ pers./noche (aprox),Markina-Xemein,"6 - 
  11 personas",4 dormitorios,9 camas
6,33€ pers./noche (aprox),Elgoibar,Íntegro o habitaciones,"1 - 
  8 personas",2 dormitorios
