,price_day_person,location,capacity,bedroom_num,beds_num
144,27€ pers./noche (aprox),Lladurs,"2 - 
  46 personas",32 camas,27€ pers./noche (aprox)
145,35€ pers./noche (aprox),Clariana de Cardener,"2 - 
  20 personas",11 dormitorios,13 camas
146,29€ pers./noche (aprox),La Pobla de Segur,Íntegro o habitaciones,"2 - 
  16 personas",1 dormitorio
147,32€ pers./noche (aprox),Vilanova de Bellpuig,19 personas,7 dormitorios,14 camas
148,40€ pers./noche (aprox),L'Alzina,13 personas,5 dormitorios,8 camas
149,20€ pers./noche (aprox),Arfa,"5 - 
  11 personas",3 dormitorios,8 camas
150,25€ pers./noche (aprox),Salardú,"5 - 
  16 personas",6 dormitorios,12 camas
151,49€ pers./noche (aprox),El Vilosell,"6 - 
  6 personas",3 dormitorios,4 camas
152,26€ pers./noche (aprox),Hostafrancs,"4 - 
  13 personas",4 dormitorios,11 camas
153,28€ pers./noche (aprox),Ivars d'Urgell,"10 - 
  17 personas",8 dormitorios,13 camas
154,23€ pers./noche (aprox),Odèn,"12 - 
  15 personas",5 dormitorios,13 camas
155,29€ pers./noche (aprox),Lladrós,"4 - 
  21 personas",8 dormitorios,16 camas
156,30€ pers./noche (aprox),Àger,9 personas,4 dormitorios,6 camas
157,32€ pers./noche (aprox),Navès,11 personas,5 dormitorios,10 camas
158,37€ pers./noche (aprox),La Molsosa,"1 - 
  10 personas",6 dormitorios,8 camas
159,32€ pers./noche (aprox),Sarroqueta de Barravés,12 personas,6 dormitorios,6 camas
160,41€ pers./noche (aprox),Collmorter,"2 - 
  26 personas",8 dormitorios,16 camas
161,27€ pers./noche (aprox),Vilamitjana del Cantó,"4 - 
  8 personas",5 dormitorios,8 camas
162,37€ pers./noche (aprox),Travesseres,"4 - 
  18 personas",23 camas,37€ pers./noche (aprox)
163,23€ pers./noche (aprox),Lladurs,"5 - 
  12 personas",10 camas,23€ pers./noche (aprox)
164,29€ pers./noche (aprox),Bor,"2 - 
  21 personas",6 dormitorios,16 camas
165,31€ pers./noche (aprox),Coll de Nargó,"2 - 
  6 personas",5 camas,31€ pers./noche (aprox)
166,21€ pers./noche (aprox),Son,16 personas,8 dormitorios,20 camas
167,25€ pers./noche (aprox),Peramea,6 personas,3 dormitorios,4 camas
168,30€ pers./noche (aprox),Vallferosa,Íntegro o habitaciones,"1 - 
  25 personas",10 dormitorios
169,20€ pers./noche (aprox),Cervià de les Garrigues,"1 - 
  8 personas",3 dormitorios,6 camas
170,45€ pers./noche (aprox),Vilaller,"1 - 
  9 personas",3 dormitorios,7 camas
171,28€ pers./noche (aprox),El Poal,30 personas,12 dormitorios,19 camas
172,26€ pers./noche (aprox),Guixers,"2 - 
  9 personas",5 dormitorios,7 camas
173,12€ pers./noche (aprox),Balaguer,"1 - 
  10 personas",4 dormitorios,6 camas
174,25€ pers./noche (aprox),Odèn,"7 - 
  22 personas",9 dormitorios,17 camas
175,32€ pers./noche (aprox),Plandogau,"1 - 
  8 personas",5 dormitorios,6 camas
176,34€ pers./noche (aprox),Buseu,"1 - 
  10 personas",2 dormitorios,10 camas
177,28€ pers./noche (aprox),Montesclado,"5 - 
  11 personas",5 dormitorios,12 camas
178,22€ pers./noche (aprox),Vallverd,"6 - 
  27 personas",10 dormitorios,31 camas
179,36€ pers./noche (aprox),Boada,"1 - 
  6 personas",3 dormitorios,5 camas
180,30€ pers./noche (aprox),Àger,Íntegro o habitaciones,"1 - 
  15 personas",4 dormitorios
181,20€ pers./noche (aprox),Biosca,"8 - 
  18 personas",5 dormitorios,14 camas
182,20€ pers./noche (aprox),Vielha,"2 - 
  8 personas",5 dormitorios,6 camas
183,37€ pers./noche (aprox),El Pont de Bar,"2 - 
  16 personas",6 dormitorios,12 camas
184,21€ pers./noche (aprox),Montblanquet,"2 - 
  5 personas",2 dormitorios,4 camas
185,25€ pers./noche (aprox),Biosca,"14 - 
  32 personas",7 dormitorios,26 camas
186,28€ pers./noche (aprox),Ars,Íntegro o habitaciones,"2 - 
  10 personas",5 dormitorios
187,24€ pers./noche (aprox),Llesp,6 personas,3 dormitorios,3 camas
188,24€ pers./noche (aprox),Llesp,7 personas,3 dormitorios,7 camas
189,28€ pers./noche (aprox),Lladurs,"2 - 
  16 personas",12 camas,28€ pers./noche (aprox)
190,26€ pers./noche (aprox),Llesp,5 personas,2 dormitorios,5 camas
191,25€ pers./noche (aprox),La Clua,"2 - 
  6 personas",3 dormitorios,4 camas
192,27€ pers./noche (aprox),Vielha,4 personas,2 dormitorios,3 camas
193,30€ pers./noche (aprox),Vielha,6 personas,3 dormitorios,5 camas
194,22€ pers./noche (aprox),Coll de Nargó,"15 - 
  16 personas",8 dormitorios,13 camas
195,22€ pers./noche (aprox),Prullans,"6 - 
  6 personas",4 dormitorios,4 camas
196,25€ pers./noche (aprox),Gramuntell,8 personas,4 dormitorios,6 camas
197,25€ pers./noche (aprox),Llessui,"4 - 
  7 personas",3 dormitorios,7 camas
198,43€ pers./noche (aprox),La Baronia de Rialb,"14 - 
  22 personas",9 dormitorios,19 camas
199,18€ pers./noche (aprox),Balaguer,9 personas,6 camas,18€ pers./noche (aprox)
200,29€ pers./noche (aprox),Sort,12 personas,5 dormitorios,11 camas
201,21€ pers./noche (aprox),La Coma i la Pedra,"1 - 
  12 personas",3 dormitorios,10 camas
202,25€ pers./noche (aprox),Montellà,"6 - 
  12 personas",5 dormitorios,10 camas
203,40€ pers./noche (aprox),Castellbò,"2 - 
  12 personas",6 dormitorios,8 camas
204,26€ pers./noche (aprox),Barruera,"2 - 
  33 personas",13 dormitorios,28 camas
205,38€ pers./noche (aprox),Folquer,15 personas,6 dormitorios,10 camas
206,29€ pers./noche (aprox),Freixinet,"8 - 
  10 personas",3 dormitorios,7 camas
207,23€ pers./noche (aprox),Montfalcó Murallat,"2 - 
  16 personas",4 dormitorios,16 camas
208,25€ pers./noche (aprox),Portell,"2 - 
  33 personas",7 dormitorios,23 camas
209,13€ pers./noche (aprox),Vilanova de Meià,10 personas,1 dormitorio,10 camas
210,50€ pers./noche (aprox),Àger,"5 - 
  8 personas",4 dormitorios,6 camas
211,40€ pers./noche (aprox),Sisquer,"4 - 
  11 personas",5 dormitorios,8 camas
212,43€ pers./noche (aprox),Claverol,"1 - 
  16 personas",6 dormitorios,13 camas
213,24€ pers./noche (aprox),Llimiana,"2 - 
  9 personas",4 dormitorios,6 camas
214,25€ pers./noche (aprox),Gavet de la Conca,14 personas,6 dormitorios,9 camas
215,20€ pers./noche (aprox),Claverol,"2 - 
  12 personas",3 dormitorios,16 camas
216,44€ pers./noche (aprox),Senterada,"1 - 
  15 personas",8 dormitorios,10 camas
217,25€ pers./noche (aprox),La Seu d'Urgell,"1 - 
  9 personas",4 dormitorios,8 camas
218,26€ pers./noche (aprox),Guardiola (Vilanova de l'Aguda),19 personas,7 dormitorios,14 camas
219,31€ pers./noche (aprox),Arró,"1 - 
  10 personas",5 dormitorios,8 camas
0,26€ pers./noche (aprox),Corçà,"1 - 
  16 personas",8 dormitorios,12 camas
1,13€ pers./noche (aprox),Les Avellanes i Santa Linya,12 personas,9 camas,13€ pers./noche (aprox)
2,23€ pers./noche (aprox),Tàrrega,Íntegro o habitaciones,"2 - 
  12 personas",4 dormitorios
3,22€ pers./noche (aprox),Cardet,"3 - 
  14 personas",11 camas,22€ pers./noche (aprox)
4,25€ pers./noche (aprox),Estac,"6 - 
  12 personas",6 dormitorios,8 camas
5,22€ pers./noche (aprox),L'Ametlla de Montsec,9 personas,4 dormitorios,7 camas
6,17€ pers./noche (aprox),Llordà,"2 - 
  10 personas",4 dormitorios,10 camas
7,33€ pers./noche (aprox),Rocallaura,"4 - 
  14 personas",8 dormitorios,9 camas
8,40€ pers./noche (aprox),Lladurs,"16 - 
  30 personas",8 dormitorios,22 camas
9,30€ pers./noche (aprox),Gerri de la Sal,"1 - 
  4 personas",2 dormitorios,3 camas
10,42€ pers./noche (aprox),Salardú,"4 - 
  20 personas",7 dormitorios,14 camas
11,25€ pers./noche (aprox),Escós,8 personas,5 camas,25€ pers./noche (aprox)
12,15€ pers./noche (aprox),Les,"4 - 
  9 personas",4 dormitorios,6 camas
13,24€ pers./noche (aprox),La Vansa i Fórnols,"4 - 
  13 personas",6 dormitorios,10 camas
14,35€ pers./noche (aprox),Àger,"1 - 
  10 personas",3 dormitorios,10 camas
15,20€ pers./noche (aprox),Os de Civís,"8 - 
  10 personas",8 dormitorios,8 camas
16,26€ pers./noche (aprox),Tartareu,"2 - 
  15 personas",5 dormitorios,10 camas
17,27€ pers./noche (aprox),Tremp,"1 - 
  13 personas",6 dormitorios,10 camas
18,39€ pers./noche (aprox),Navès,"2 - 
  21 personas",13 dormitorios,16 camas
19,15€ pers./noche (aprox),Llagunes,Íntegro o habitaciones,23 personas,20 camas
20,27€ pers./noche (aprox),Vielha,"2 - 
  6 personas",7 dormitorios,6 camas
21,27€ pers./noche (aprox),Coll de Nargó,4 personas,2 dormitorios,4 camas
22,24€ pers./noche (aprox),Bóixols,"2 - 
  8 personas",3 dormitorios,6 camas
23,28€ pers./noche (aprox),La Granadella,"7 - 
  8 personas",4 dormitorios,6 camas
24,26€ pers./noche (aprox),Bausen,"4 - 
  5 personas",2 dormitorios,4 camas
25,50€ pers./noche (aprox),La  Pobleta de Bellveí,"1 - 
  19 personas",6 dormitorios,23 camas
26,20€ pers./noche (aprox),Biscarri,"1 - 
  8 personas",7 camas,20€ pers./noche (aprox)
27,64€ pers./noche (aprox),Bellver de Cerdanya,15 personas,10 dormitorios,10 camas
28,15€ pers./noche (aprox),Claravalls,10 personas,4 dormitorios,9 camas
29,28€ pers./noche (aprox),Olius,"6 - 
  12 personas",4 dormitorios,9 camas
30,22€ pers./noche (aprox),Llavorsí,"1 - 
  13 personas",3 dormitorios,9 camas
31,29€ pers./noche (aprox),Sant Serni de Llanera,16 personas,8 dormitorios,10 camas
32,16€ pers./noche (aprox),Figuerola d'Orcau,"2 - 
  10 personas",4 dormitorios,8 camas
33,17€ pers./noche (aprox),Biscarri,15 personas,8 dormitorios,13 camas
34,25€ pers./noche (aprox),Boldís Sobirà,"2 - 
  10 personas",4 dormitorios,8 camas
35,20€ pers./noche (aprox),Músser,"7 - 
  9 personas",4 dormitorios,6 camas
36,32€ pers./noche (aprox),Taüll,"1 - 
  4 personas",1 dormitorio,3 camas
37,26€ pers./noche (aprox),València d'Àneu,"2 - 
  18 personas",2 dormitorios,14 camas
38,27€ pers./noche (aprox),Tornafort,"4 - 
  9 personas",4 dormitorios,7 camas
39,27€ pers./noche (aprox),Vilanova de Bellpuig,15 personas,7 dormitorios,11 camas
40,21€ pers./noche (aprox),Vielha,"2 - 
  10 personas",4 dormitorios,6 camas
41,24€ pers./noche (aprox),Rialp,6 personas,2 dormitorios,4 camas
42,27€ pers./noche (aprox),Vilamolat de Mur,"4 - 
  12 personas",6 dormitorios,11 camas
43,25€ pers./noche (aprox),Guàrdia de Noguera,"1 - 
  15 personas",8 dormitorios,14 camas
44,20€ pers./noche (aprox),Espot,"6 - 
  9 personas",3 dormitorios,7 camas
45,29€ pers./noche (aprox),La Llena,"4 - 
  14 personas",5 dormitorios,14 camas
46,35€ pers./noche (aprox),Erill la Vall,"2 - 
  52 personas",16 dormitorios,50 camas
47,20€ pers./noche (aprox),Baro,"2 - 
  10 personas",4 dormitorios,8 camas
48,30€ pers./noche (aprox),La Baronia de Rialb,"10 - 
  18 personas",7 dormitorios,15 camas
49,26€ pers./noche (aprox),Àger,"1 - 
  7 personas",2 dormitorios,6 camas
50,21€ pers./noche (aprox),Vilanova de Meià,"6 - 
  7 personas",4 dormitorios,5 camas
51,23€ pers./noche (aprox),Rodés,Íntegro o habitaciones,"1 - 
  20 personas",3 dormitorios
52,150€ pers./noche (aprox),Estac,6 personas,3 dormitorios,4 camas
53,20€ pers./noche (aprox),Montfalcó Murallat,"2 - 
  16 personas",5 dormitorios,12 camas
54,28€ pers./noche (aprox),Alàs,"2 - 
  10 personas",8 dormitorios,8 camas
55,124€ pers./noche (aprox),La Donzell d'Urgell,Íntegro o habitaciones,"2 - 
  14 personas",9 dormitorios
56,24€ pers./noche (aprox),La Baronia de Rialb,"2 - 
  11 personas",4 dormitorios,10 camas
57,27€ pers./noche (aprox),Tàrrega,"2 - 
  9 personas",7 camas,27€ pers./noche (aprox)
58,24€ pers./noche (aprox),Ainet de Besan,"2 - 
  15 personas",7 dormitorios,11 camas
59,18€ pers./noche (aprox),Camarasa,"1 - 
  9 personas",3 dormitorios,7 camas
60,43€ pers./noche (aprox),Alòs de Balaguer,18 personas,6 dormitorios,12 camas
61,21€ pers./noche (aprox),Les,"2 - 
  7 personas",3 dormitorios,4 camas
62,21€ pers./noche (aprox),Ortedó,"1 - 
  14 personas",6 dormitorios,12 camas
63,35€ pers./noche (aprox),La Seu d'Urgell,8 personas,5 camas,35€ pers./noche (aprox)
64,26€ pers./noche (aprox),Bellver de Cerdanya,"4 - 
  10 personas",4 dormitorios,8 camas
65,31€ pers./noche (aprox),Arró,Íntegro o habitaciones,"1 - 
  12 personas",4 dormitorios
66,37€ pers./noche (aprox),Pradell de Sió,"11 - 
  14 personas",6 dormitorios,10 camas
67,12€ pers./noche (aprox),El Vilosell,9 personas,4 dormitorios,7 camas
68,31€ pers./noche (aprox),Preixens,"1 - 
  12 personas",4 dormitorios,7 camas
69,20€ pers./noche (aprox),Montellà,"1 - 
  12 personas",5 dormitorios,10 camas
70,22€ pers./noche (aprox),Cellers,"1 - 
  6 personas",2 dormitorios,4 camas
71,25€ pers./noche (aprox),Almassor,"2 - 
  10 personas",4 dormitorios,9 camas
72,25€ pers./noche (aprox),La Fuliola,"4 - 
  14 personas",4 dormitorios,12 camas
73,22€ pers./noche (aprox),Tàrrega,5 personas,2 dormitorios,5 camas
74,25€ pers./noche (aprox),Arrós de Cardós,"4 - 
  17 personas",9 dormitorios,12 camas
75,27€ pers./noche (aprox),Olià,11 personas,5 dormitorios,11 camas
76,57€ pers./noche (aprox),La Baronia de Rialb,"1 - 
  4 personas",2 dormitorios,3 camas
77,52€ pers./noche (aprox),La Baronia de Rialb,"1 - 
  4 personas",2 dormitorios,3 camas
78,21€ pers./noche (aprox),Burg,"2 - 
  5 personas",2 dormitorios,3 camas
79,20€ pers./noche (aprox),Barruera,"6 - 
  10 personas",3 dormitorios,10 camas
80,17€ pers./noche (aprox),Biscarri,10 personas,4 dormitorios,6 camas
81,29€ pers./noche (aprox),Sant Llorenç de Morunys,"4 - 
  9 personas",2 dormitorios,7 camas
82,32€ pers./noche (aprox),Arcavell,"8 - 
  10 personas",6 dormitorios,7 camas
83,30€ pers./noche (aprox),Ardèvol,"15 - 
  17 personas",7 dormitorios,11 camas
84,29€ pers./noche (aprox),Odèn,"2 - 
  11 personas",8 dormitorios,9 camas
85,15€ pers./noche (aprox),Peramea,10 personas,4 dormitorios,7 camas
86,25€ pers./noche (aprox),Beraní,"2 - 
  16 personas",6 dormitorios,11 camas
87,25€ pers./noche (aprox),Odèn,"8 - 
  10 personas",4 dormitorios,7 camas
88,35€ pers./noche (aprox),Ivars de Noguera,"2 - 
  11 personas",4 dormitorios,11 camas
89,41€ pers./noche (aprox),Durro,"2 - 
  6 personas",3 dormitorios,3 camas
90,18€ pers./noche (aprox),Cubells,"2 - 
  8 personas",5 dormitorios,5 camas
91,38€ pers./noche (aprox),Anserall,Íntegro o habitaciones,23 personas,3 dormitorios
92,20€ pers./noche (aprox),Balaguer,8 personas,4 dormitorios,6 camas
93,21€ pers./noche (aprox),Sant Esteve de la Sarga,4 personas,1 dormitorio,4 camas
94,25€ pers./noche (aprox),Rialp,8 personas,4 dormitorios,4 camas
95,35€ pers./noche (aprox),Àger,14 personas,4 dormitorios,13 camas
96,30€ pers./noche (aprox),Castellar de la Ribera,"10 - 
  15 personas",6 dormitorios,12 camas
97,28€ pers./noche (aprox),L'Albi,9 personas,3 dormitorios,6 camas
98,26€ pers./noche (aprox),Sort,"1 - 
  16 personas",6 dormitorios,10 camas
99,19€ pers./noche (aprox),Montfalcó Murallat,"1 - 
  8 personas",3 dormitorios,6 camas
100,16€ pers./noche (aprox),Bellver de Cerdanya,"20 - 
  60 personas",6 dormitorios,60 camas
101,22€ pers./noche (aprox),Super Espot,"2 - 
  6 personas",2 dormitorios,4 camas
102,21€ pers./noche (aprox),Vielha,"2 - 
  13 personas",5 dormitorios,12 camas
103,27€ pers./noche (aprox),Mafet,"8 - 
  18 personas",6 dormitorios,15 camas
104,13€ pers./noche (aprox),Llavorsí,"1 - 
  6 personas",3 dormitorios,5 camas
