,price_day_person,location,capacity,bedroom_num,beds_num
22,17€ pers./noche (aprox),La Puebla de Castro,"2 - 
  18 personas",6 dormitorios,13 camas
23,24€ pers./noche (aprox),Gavín,10 personas,5 dormitorios,9 camas
24,27€ pers./noche (aprox),Sariñena,"2 - 
  12 personas",4 dormitorios,9 camas
25,13€ pers./noche (aprox),Oto,"6 - 
  8 personas",4 dormitorios,5 camas
26,21€ pers./noche (aprox),Jaca,"6 - 
  8 personas",6 camas,21€ pers./noche (aprox)
27,27€ pers./noche (aprox),Benasque,26 personas,18 camas,27€ pers./noche (aprox)
28,35€ pers./noche (aprox),Ulle,"2 - 
  16 personas",8 dormitorios,15 camas
29,20€ pers./noche (aprox),Urdués,"4 - 
  10 personas",2 dormitorios,10 camas
30,23€ pers./noche (aprox),Ayerbe,"1 - 
  4 personas",2 dormitorios,2 camas
31,18€ pers./noche (aprox),Olsón,"4 - 
  8 personas",4 dormitorios,6 camas
32,16€ pers./noche (aprox),La Puebla de Castro,"1 - 
  6 personas",2 dormitorios,5 camas
33,17€ pers./noche (aprox),Graus,"4 - 
  9 personas",5 dormitorios,7 camas
34,35€ pers./noche (aprox),Jaca,"2 - 
  8 personas",3 dormitorios,5 camas
35,17€ pers./noche (aprox),Aínsa-Sobrarbe,"1 - 
  12 personas",6 dormitorios,12 camas
36,21€ pers./noche (aprox),Orós Bajo,15 personas,5 dormitorios,11 camas
37,20€ pers./noche (aprox),Chía,"1 - 
  11 personas",6 dormitorios,9 camas
38,19€ pers./noche (aprox),Rodellar,"4 - 
  21 personas",10 dormitorios,16 camas
39,14€ pers./noche (aprox),Campo,10 personas,4 dormitorios,6 camas
40,33€ pers./noche (aprox),Candanchú,"2 - 
  75 personas",75 camas,33€ pers./noche (aprox)
41,35€ pers./noche (aprox),Biescas,"1 - 
  9 personas",3 dormitorios,7 camas
42,21€ pers./noche (aprox),Bisaurri,Íntegro o habitaciones,"2 - 
  12 personas",6 dormitorios
43,20€ pers./noche (aprox),Biescas,6 personas,3 dormitorios,6 camas
44,22€ pers./noche (aprox),Novés,"4 - 
  35 personas",13 dormitorios,25 camas
45,29€ pers./noche (aprox),Cartirana,"2 - 
  26 personas",17 camas,29€ pers./noche (aprox)
46,19€ pers./noche (aprox),Sorripas,12 personas,6 dormitorios,8 camas
47,20€ pers./noche (aprox),San Juan de Plan,"1 - 
  4 personas",2 dormitorios,3 camas
48,30€ pers./noche (aprox),Aratorés,"2 - 
  10 personas",4 dormitorios,7 camas
49,27€ pers./noche (aprox),Aratorés,"1 - 
  13 personas",4 dormitorios,8 camas
50,26€ pers./noche (aprox),Fiscal,"1 - 
  9 personas",3 dormitorios,6 camas
51,22€ pers./noche (aprox),Santaliestra y San Quílez,"1 - 
  5 personas",3 dormitorios,5 camas
52,18€ pers./noche (aprox),Palo,"12 - 
  22 personas",7 dormitorios,22 camas
53,16€ pers./noche (aprox),Bierge,"6 - 
  8 personas",4 dormitorios,6 camas
54,26€ pers./noche (aprox),Radiquero,"3 - 
  17 personas",6 dormitorios,15 camas
55,22€ pers./noche (aprox),Broto,5 personas,2 dormitorios,3 camas
56,20€ pers./noche (aprox),Mondot,"1 - 
  5 personas",2 dormitorios,3 camas
57,24€ pers./noche (aprox),Espuéndolas,5 personas,3 dormitorios,3 camas
58,20€ pers./noche (aprox),Borau,"5 - 
  5 personas",3 dormitorios,4 camas
59,13€ pers./noche (aprox),Asque,6 personas,3 dormitorios,4 camas
60,12€ pers./noche (aprox),Saravillo,"1 - 
  6 personas",3 dormitorios,5 camas
61,19€ pers./noche (aprox),Aínsa-Sobrarbe,"3 - 
  5 personas",3 dormitorios,4 camas
